"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"SGYP","2621","2008-11-19","2019-04-22","26","2012-05-10","2018-11-08"
"SGZA","1532","2013-02-22","2019-06-07","0","NULL","NULL"
"SHAK","1457","2015-01-30","2020-11-10","24","2015-03-11","2020-10-29"
"SHBI","4945","2001-03-22","2020-11-13","46","2009-07-29","2020-10-22"
"SHEN","5427","1999-04-26","2020-11-13","47","2009-05-05","2020-11-06"
"SHG","4320","2003-09-16","2020-11-10","30","2011-05-04","2018-11-14"
"SHI","5753","1998-01-02","2020-11-10","36","2009-10-28","2018-10-26"
"SHIP","3287","2007-10-26","2020-11-13","42","2009-07-30","2020-08-05"
"SHIPW","755","2016-12-08","2020-11-13","0","NULL","NULL"
"SHIPZ","255","2019-05-10","2020-11-13","0","NULL","NULL"
"SHLD","4086","2003-05-01","2019-07-24","0","NULL","NULL"
"SHLDW","1139","2014-11-19","2019-07-24","0","NULL","NULL"
"SHLL","393","2019-04-22","2020-11-06","0","NULL","NULL"
"SHLM","5194","1998-01-02","2018-08-22","0","NULL","NULL"
"SHLO","5746","1998-01-02","2020-10-30","43","2009-05-26","2020-03-03"
"SHLX","1520","2014-10-29","2020-11-10","24","2015-02-24","2020-10-30"
"SHO","4043","2004-10-21","2020-11-10","47","2009-05-07","2020-11-05"
"SHOO","5756","1998-01-02","2020-11-13","47","2009-05-05","2020-10-27"
"SHOP","1380","2015-05-21","2020-11-10","22","2015-07-30","2020-10-29"
"SHOS","1769","2012-10-12","2019-11-04","24","2013-03-12","2018-12-07"
"SHPG","5236","1998-03-25","2019-07-11","0","NULL","NULL"
"SHSP","1248","2015-12-02","2020-11-13","26","2014-05-15","2020-11-10"
"SHV","3487","2007-01-11","2020-11-13","0","NULL","NULL"
"SHW","5753","1998-01-02","2020-11-10","46","2009-07-21","2020-10-27"
"SHY","4610","2002-07-26","2020-11-13","0","NULL","NULL"
"SHYF","5289","1999-11-01","2020-11-05","2","2020-08-06","2020-11-05"
"SIBN","509","2018-10-17","2020-10-23","8","2019-03-07","2020-11-02"
"SIC","562","2018-08-16","2020-11-06","9","2019-02-12","2020-11-05"
"SID","5753","1998-01-02","2020-11-10","35","2009-08-06","2020-10-15"
"SIEB","5756","1998-01-02","2020-11-13","31","2009-08-14","2018-11-14"
"SIEN","1523","2014-10-29","2020-11-13","25","2014-11-20","2020-11-09"
"SIF","5749","1998-01-02","2020-11-04","39","2009-05-12","2018-12-06"
"SIFI","3683","2004-10-01","2019-06-28","37","2009-10-29","2018-10-24"
"SIFY","5071","1999-10-19","2019-12-12","5","2012-12-27","2015-11-09"
"SIG","5753","1998-01-02","2020-11-10","44","2009-06-04","2020-09-03"
"SIGA","5750","1998-01-02","2020-11-06","6","2014-03-10","2017-05-04"
"SIGI","5756","1998-01-02","2020-11-13","46","2009-07-29","2020-10-28"
"SIGM","5693","1998-01-02","2020-08-17","36","2009-05-27","2018-04-20"
"SILC","5756","1998-01-02","2020-11-13","46","2009-07-27","2020-10-29"
"SILK","404","2019-04-04","2020-11-06","7","2019-05-08","2020-11-10"
"SILV","1269","2015-10-26","2020-11-06","4","2020-03-25","2020-11-11"
"SIM","5749","1998-01-02","2020-11-04","28","2011-05-02","2019-04-30"
"SIMO","3872","2005-06-30","2020-11-13","47","2009-05-11","2020-11-02"
"SINA","5181","2000-04-13","2020-11-13","48","2009-06-09","2020-09-28"
"SINO","3145","2008-05-21","2020-11-13","40","2009-05-18","2019-05-15"
"SINT","1696","2014-02-13","2020-11-06","15","2014-05-15","2020-08-12"
"SIR","1720","2012-03-07","2019-07-15","0","NULL","NULL"
"SIRI","5756","1998-01-02","2020-11-13","47","2009-05-07","2020-10-22"
"SITC","4990","2001-01-02","2020-11-06","24","2014-02-12","2020-10-27"
"SITE","1134","2016-05-12","2020-11-10","19","2016-06-22","2020-10-28"
"SITM","243","2019-11-20","2020-11-05","4","2020-02-05","2020-11-04"
"SITO","3087","2008-08-12","2020-11-13","30","2012-05-18","2019-09-05"
"SIVB","5756","1998-01-02","2020-11-13","46","2009-07-23","2020-10-22"
"SIVBP","235","2019-12-03","2020-11-05","0","NULL","NULL"
"SIX","2646","2010-05-11","2020-11-10","42","2010-08-16","2020-10-28"
"SJ","416","2019-03-07","2020-11-05","0","NULL","NULL"
"SJI","5753","1998-01-02","2020-11-10","48","2009-05-11","2020-11-04"
"SJIU","645","2018-04-19","2020-11-06","0","NULL","NULL"
"SJM","5753","1998-01-02","2020-11-10","46","2009-06-18","2020-08-25"
"SJR","5629","1998-07-01","2020-11-10","46","2009-06-26","2020-10-30"
"SJT","5753","1998-01-02","2020-11-10","33","2010-03-01","2018-11-09"
"SJW","5753","1998-01-02","2020-11-10","48","2009-05-06","2020-11-04"
"SKIS","1219","2014-11-21","2019-10-31","20","2015-01-05","2019-09-13"
"SKLN","820","2014-10-31","2018-02-09","0","NULL","NULL"
"SKM","5753","1998-01-02","2020-11-10","27","2011-05-04","2018-10-30"
"SKOR","1512","2014-11-13","2020-11-13","0","NULL","NULL"
"SKT","5753","1998-01-02","2020-11-10","46","2009-07-28","2020-11-05"
"SKX","5393","1999-06-09","2020-11-10","46","2009-07-22","2020-10-29"
"SKY","5749","1998-01-02","2020-11-04","40","2010-10-08","2020-10-27"
"SKYS","1487","2014-11-13","2020-10-09","10","2014-11-25","2017-05-15"
"SKYW","5756","1998-01-02","2020-11-13","47","2009-05-06","2020-10-29"
"SKYY","2358","2011-07-06","2020-11-13","0","NULL","NULL"
"SLAB","5195","2000-03-24","2020-11-13","46","2009-07-29","2020-10-28"
"SLB","5753","1998-01-02","2020-11-10","46","2009-07-24","2020-10-16"
"SLCA","2210","2012-02-01","2020-11-10","36","2012-03-20","2020-10-29"
"SLCT","4259","2003-12-16","2020-11-13","26","2014-08-01","2020-10-29"
"SLD","1423","2013-02-08","2019-03-11","0","NULL","NULL"
"SLDA","276","2017-08-11","2018-09-27","0","NULL","NULL"
"SLDB","702","2018-01-26","2020-11-06","8","2019-03-13","2020-11-05"
"SLF","5193","2000-03-23","2020-11-10","47","2009-05-07","2020-11-04"
"SLG","5753","1998-01-02","2020-11-10","46","2009-07-27","2020-10-21"
"SLGG","435","2019-02-26","2020-11-12","7","2019-05-14","2020-11-11"
"SLGL","698","2018-02-01","2020-11-06","8","2019-03-21","2020-11-12"
"SLGN","5756","1998-01-02","2020-11-13","46","2009-07-22","2020-10-21"
"SLIM","949","2016-06-09","2020-04-02","0","NULL","NULL"
"SLM","5756","1998-01-02","2020-11-13","46","2009-07-21","2020-10-21"
"SLMBP","3865","2005-07-11","2020-11-13","0","NULL","NULL"
"SLN","43","2020-09-08","2020-11-05","0","NULL","NULL"
"SLNO","1512","2014-11-13","2020-11-13","14","2017-08-11","2020-11-10"
"SLNOW","1246","2014-11-13","2019-11-08","0","NULL","NULL"
"SLP","5756","1998-01-02","2020-11-13","44","2009-07-16","2020-07-09"
"SLQD","1783","2013-10-17","2020-11-13","0","NULL","NULL"
"SLRC","2712","2010-02-09","2020-11-13","43","2010-05-04","2020-11-05"
"SLRX","1455","2015-01-29","2020-11-05","3","2020-05-14","2020-11-11"
"SLS","725","2017-12-29","2020-11-13","25","2014-03-17","2020-08-13"
"SLTB","1218","2014-09-29","2019-08-01","0","NULL","NULL"
"SLVO","1911","2013-04-17","2020-11-13","0","NULL","NULL"
"SM","5753","1998-01-02","2020-11-10","46","2009-05-04","2020-10-29"
"SMAR","639","2018-04-27","2020-11-06","7","2019-03-19","2020-09-02"
"SMBC","5756","1998-01-02","2020-11-13","39","2009-11-13","2020-10-27"
"SMBK","5000","2001-01-02","2020-11-13","21","2015-11-05","2020-10-20"
"SMCI","3434","2007-03-29","2020-11-13","37","2009-08-05","2020-11-03"
"SMCP","1403","2015-04-21","2020-11-13","0","NULL","NULL"
"SMED","5407","1999-05-24","2020-11-13","46","2009-08-10","2020-10-27"
"SMFG","3724","2006-01-27","2020-11-10","32","2011-05-13","2019-01-31"
"SMG","5753","1998-01-02","2020-11-10","46","2009-07-29","2020-11-04"
"SMH","5140","2000-06-05","2020-11-05","0","NULL","NULL"
"SMHI","868","2017-06-02","2020-11-10","13","2017-06-23","2020-11-05"
"SMI","3898","2004-03-17","2019-11-14","39","2009-07-28","2019-05-08"
"SMIT","5748","1998-01-02","2020-11-03","39","2009-07-14","2019-01-10"
"SMLP","2043","2012-09-28","2020-11-10","33","2013-03-13","2020-11-06"
"SMM","2130","2012-05-25","2020-11-10","0","NULL","NULL"
"SMMC","318","2019-08-06","2020-11-05","0","NULL","NULL"
"SMMCU","348","2019-06-20","2020-11-05","0","NULL","NULL"
"SMMCW","163","2019-07-29","2020-11-05","0","NULL","NULL"
"SMMF","5248","2000-01-07","2020-11-13","46","2009-07-31","2020-10-22"
"SMMT","1437","2015-03-05","2020-11-13","20","2015-06-11","2020-09-29"
"SMP","5753","1998-01-02","2020-11-10","46","2009-05-06","2020-10-28"
"SMPL","846","2017-07-10","2020-11-13","15","2014-02-03","2020-10-26"
"SMPLW","273","2017-07-10","2018-09-24","0","NULL","NULL"
"SMRT","5725","1998-01-02","2020-10-01","36","2009-05-21","2018-11-27"
"SMSI","5756","1998-01-02","2020-11-13","47","2009-05-06","2020-11-04"
"SMTA","409","2018-06-01","2020-08-03","0","NULL","NULL"
"SMTC","5756","1998-01-02","2020-11-13","46","2009-05-20","2020-08-26"
"SMTS","838","2017-07-11","2020-11-04","12","2017-08-14","2020-03-30"
"SMTX","5113","2000-07-21","2020-11-13","47","2009-05-14","2020-11-04"
"SN","1873","2011-12-15","2019-05-29","27","2012-03-28","2018-11-01"
"SNA","5753","1998-01-02","2020-11-10","46","2009-07-31","2020-10-22"
"SNAP","932","2017-03-02","2020-11-10","15","2017-05-10","2020-10-20"
"SNBC","4552","2000-01-03","2018-07-05","0","NULL","NULL"
"SNBP","953","2017-01-03","2020-11-05","0","NULL","NULL"
"SNBR","5523","1998-12-04","2020-11-13","28","2014-02-05","2020-10-14"
"SNCA","3494","2006-12-20","2020-11-05","0","NULL","NULL"
"SNCR","3631","2006-06-15","2020-11-13","42","2009-05-06","2020-11-09"
"SND","1014","2016-11-04","2020-11-13","17","2016-12-15","2020-11-09"
"SNDE","1058","2016-09-02","2020-11-13","0","NULL","NULL"
"SNDL","321","2019-08-01","2020-11-05","6","2019-11-13","2020-11-11"
"SNDR","907","2017-04-06","2020-11-10","15","2017-05-11","2020-10-29"
"SNDX","1186","2016-03-03","2020-11-13","19","2016-05-16","2020-11-02"
"SNE","5753","1998-01-02","2020-11-10","44","2009-05-14","2020-10-28"
"SNES","991","2016-12-08","2020-11-13","15","2017-05-11","2020-11-11"
"SNEX","5289","1999-11-01","2020-11-05","0","NULL","NULL"
"SNFCA","5000","2001-01-02","2020-11-13","39","2009-05-18","2018-11-14"
"SNGX","2188","2012-03-08","2020-11-13","44","2009-11-13","2020-11-12"
"SNGXW","587","2016-12-13","2020-11-13","0","NULL","NULL"
"SNH","5217","2000-02-23","2020-11-13","43","2009-05-06","2019-11-07"
"SNHNI","2094","2012-07-23","2020-11-13","0","NULL","NULL"
"SNHNL","1194","2016-02-22","2020-11-13","0","NULL","NULL"
"SNHY","5424","1998-01-02","2019-07-24","41","2009-05-04","2019-05-06"
"SNI","2451","2008-06-12","2018-03-07","0","NULL","NULL"
"SNLN","2020","2012-11-07","2020-11-13","0","NULL","NULL"
"SNMP","3517","2006-11-15","2020-11-04","18","2014-11-12","2019-03-07"
"SNMX","3621","2004-06-22","2018-11-05","0","NULL","NULL"
"SNN","5281","1999-11-16","2020-11-10","23","2009-07-30","2019-07-31"
"SNNA","609","2017-07-27","2020-04-03","9","2017-09-07","2019-08-08"
"SNOA","3478","2007-01-25","2020-11-13","23","2014-02-13","2019-11-14"
"SNOAW","866","2016-01-04","2020-02-28","0","NULL","NULL"
"SNP","5048","2000-10-18","2020-11-10","38","2009-10-29","2019-10-30"
"SNPS","5756","1998-01-02","2020-11-13","46","2009-05-20","2020-08-19"
"SNR","1522","2014-10-27","2020-11-10","24","2015-02-26","2020-10-30"
"SNSR","1049","2016-09-16","2020-11-13","0","NULL","NULL"
"SNSS","3811","2005-09-27","2020-11-13","46","2009-05-06","2020-08-11"
"SNUG","179","2020-02-25","2020-11-05","0","NULL","NULL"
"SNV","5753","1998-01-02","2020-11-10","46","2009-07-23","2020-10-20"
"SNX","4270","2003-11-25","2020-11-10","46","2009-06-30","2020-09-29"
"SNY","4625","2002-07-01","2020-11-10","45","2009-07-29","2020-10-29"
"SO","5753","1998-01-02","2020-11-10","46","2009-07-29","2020-10-29"
"SOCL","2265","2011-11-15","2020-11-13","0","NULL","NULL"
"SODA","2036","2010-11-03","2018-12-04","0","NULL","NULL"
"SOFO","5654","1998-06-01","2020-11-13","38","2009-05-05","2018-08-09"
"SOGO","756","2017-11-09","2020-11-10","11","2018-01-29","2020-08-10"
"SOHO","4006","2004-12-17","2020-11-13","31","2013-05-07","2020-11-09"
"SOHOB","1062","2016-08-29","2020-11-13","0","NULL","NULL"
"SOHOK","311","2018-02-16","2019-07-15","0","NULL","NULL"
"SOHON","398","2019-04-12","2020-11-06","0","NULL","NULL"
"SOHOO","783","2017-10-05","2020-11-13","0","NULL","NULL"
"SOHU","5120","2000-07-12","2020-11-13","46","2009-05-04","2020-08-10"
"SOI","882","2017-05-12","2020-11-10","14","2017-08-14","2020-10-29"
"SOJA","1268","2015-10-09","2020-11-10","0","NULL","NULL"
"SOJB","1044","2016-09-20","2020-11-10","0","NULL","NULL"
"SOJC","744","2017-11-28","2020-11-10","0","NULL","NULL"
"SOL","3202","2008-01-29","2020-11-10","45","2009-05-21","2020-08-27"
"SOLO","569","2018-08-07","2020-11-06","8","2019-02-18","2020-11-10"
"SOLOW","542","2018-08-09","2020-11-06","0","NULL","NULL"
"SOLY","440","2019-02-19","2020-11-12","4","2020-03-02","2020-11-12"
"SON","5753","1998-01-02","2020-11-10","46","2009-07-16","2020-10-22"
"SONA","3534","2006-11-01","2020-11-13","44","2009-07-24","2020-10-26"
"SONC","5279","1998-01-02","2019-12-18","0","NULL","NULL"
"SONM","384","2019-05-10","2020-11-13","7","2019-06-24","2020-11-11"
"SONN","3529","2006-10-31","2020-11-05","0","NULL","NULL"
"SONO","572","2018-08-02","2020-11-06","6","2019-02-06","2020-05-06"
"SOR","5753","1998-01-02","2020-11-10","0","NULL","NULL"
"SORL","3652","2005-11-10","2020-05-15","43","2009-05-13","2019-11-14"
"SOXX","4867","2001-07-13","2020-11-13","0","NULL","NULL"
"SP","4144","2004-06-02","2020-11-13","28","2014-03-05","2020-11-05"
"SPA","5329","1998-01-02","2019-06-28","40","2009-05-14","2019-02-06"
"SPAQ","515","2018-10-02","2020-10-23","0","NULL","NULL"
"SPAR","5756","1998-01-02","2020-11-13","44","2009-07-23","2020-05-07"
"SPCB","3964","2005-02-17","2020-11-13","21","2009-05-28","2019-08-14"
"SPE","5753","1998-01-02","2020-11-10","0","NULL","NULL"
"SPEX","5641","1998-01-02","2020-06-03","29","2009-08-17","2018-05-15"
"SPFI","421","2019-03-07","2020-11-13","6","2019-06-24","2020-10-27"
"SPG","5753","1998-01-02","2020-11-10","46","2009-08-04","2020-11-09"
"SPGI","4991","2001-01-02","2020-11-10","28","2014-02-04","2020-10-27"
"SPH","5753","1998-01-02","2020-11-10","47","2009-05-07","2020-11-12"
"SPHS","2629","2010-06-09","2020-11-13","25","2013-11-12","2019-11-07"
"SPI","1223","2016-01-08","2020-11-13","0","NULL","NULL"
"SPIL","4497","2000-06-21","2019-07-11","0","NULL","NULL"
"SPKE","1588","2014-07-29","2020-11-13","22","2014-11-12","2020-05-05"
"SPKEP","929","2017-03-10","2020-11-13","0","NULL","NULL"
"SPLK","2159","2012-04-19","2020-11-13","34","2012-05-31","2020-08-26"
"SPLP","2162","2012-04-10","2020-11-10","26","2012-08-14","2018-11-01"
"SPN","5753","1998-01-02","2020-11-10","44","2009-07-28","2020-08-10"
"SPNE","1365","2015-06-17","2020-11-13","22","2015-08-13","2020-11-09"
"SPNS","5714","1998-03-05","2020-11-13","47","2009-05-18","2020-11-05"
"SPOK","4027","2004-11-17","2020-11-13","18","2014-07-30","2018-10-24"
"SPOT","657","2018-04-03","2020-11-06","8","2019-02-06","2020-10-29"
"SPPI","5756","1998-01-02","2020-11-13","47","2009-05-18","2020-11-04"
"SPQQ","90","2020-07-01","2020-11-05","0","NULL","NULL"
"SPR","3513","2006-11-28","2020-11-10","46","2009-07-30","2020-11-03"
"SPRO","3556","2004-11-22","2020-11-13","20","2014-03-06","2020-11-05"
"SPRT","5115","2000-07-19","2020-11-13","38","2009-07-30","2018-11-07"
"SPSC","2662","2010-04-22","2020-11-13","43","2010-05-17","2020-10-28"
"SPT","227","2019-12-13","2020-11-05","4","2020-02-26","2020-11-09"
"SPTN","5105","2000-08-02","2020-11-13","47","2009-05-13","2020-11-11"
"SPWH","1658","2014-04-17","2020-11-13","26","2014-06-10","2020-09-02"
"SPWR","3774","2005-11-17","2020-11-13","36","2012-02-16","2020-10-28"
"SPXC","5753","1998-01-02","2020-11-10","28","2014-02-12","2020-10-29"
"SPXX","3767","2005-11-23","2020-11-10","0","NULL","NULL"
"SQ","1253","2015-11-19","2020-11-10","20","2016-03-09","2020-11-05"
"SQBG","4345","2003-08-14","2020-11-13","29","2012-11-14","2019-08-09"
"SQLV","843","2017-07-13","2020-11-13","0","NULL","NULL"
"SQM","5753","1998-01-02","2020-11-10","45","2009-08-11","2020-05-19"
"SQNS","2408","2011-04-19","2020-11-10","39","2011-04-28","2020-10-27"
"SQQQ","2710","2010-02-11","2020-11-13","0","NULL","NULL"
"SQZZ","301","2017-03-22","2018-11-14","0","NULL","NULL"
"SR","5753","1998-01-02","2020-11-10","41","2009-07-31","2020-08-05"
"SRAC","214","2020-01-02","2020-11-05","0","NULL","NULL"
"SRACU","184","2019-11-08","2020-11-05","0","NULL","NULL"
"SRACW","120","2019-12-30","2020-11-05","0","NULL","NULL"
"SRAX","2003","2012-12-03","2020-11-13","13","2016-11-14","2020-08-14"
"SRC","2049","2012-09-20","2020-11-10","33","2012-11-07","2020-11-02"
"SRCE","5756","1998-01-02","2020-11-13","46","2009-07-30","2020-10-22"
"SRCI","2995","2008-02-27","2020-02-14","24","2014-01-07","2019-11-06"
"SRCL","5756","1998-01-02","2020-11-13","46","2009-07-28","2020-11-05"
"SRCLP","716","2015-09-16","2018-07-19","0","NULL","NULL"
"SRDX","5715","1998-03-04","2020-11-13","46","2009-07-29","2020-11-04"
"SRE","5631","1998-06-29","2020-11-10","47","2009-05-05","2020-11-05"
"SRET","1429","2015-03-17","2020-11-13","0","NULL","NULL"
"SREV","2428","2011-03-25","2020-11-13","38","2011-05-09","2020-07-29"
"SRF","2081","2012-02-24","2020-07-07","0","NULL","NULL"
"SRG","1350","2015-07-06","2020-11-10","13","2015-11-12","2018-11-01"
"SRGA","5093","2000-08-10","2020-11-05","2","2020-08-07","2020-11-11"
"SRI","5753","1998-01-02","2020-11-10","46","2009-07-31","2020-10-28"
"SRL","4995","2001-01-02","2020-11-13","0","NULL","NULL"
"SRLP","1774","2013-10-25","2020-11-10","28","2014-03-26","2020-11-05"
"SRNE","3442","2007-03-19","2020-11-13","27","2013-11-14","2020-11-09"
"SRPT","5756","1998-01-02","2020-11-13","34","2012-08-07","2020-11-05"
"SRRA","1345","2015-07-16","2020-11-13","23","2015-08-21","2020-11-05"
"SRRK","620","2018-05-24","2020-11-06","8","2019-03-18","2020-11-09"
"SRT","5753","1998-01-02","2020-11-10","47","2009-05-07","2020-11-10"
"SRTS","1086","2016-07-26","2020-11-13","18","2016-08-04","2020-11-05"
"SRTSW","637","2016-07-25","2020-07-09","0","NULL","NULL"
"SRUN","199","2017-04-28","2018-02-09","0","NULL","NULL"
"SRUNU","221","2017-03-24","2018-02-09","0","NULL","NULL"
"SRUNW","197","2017-04-28","2018-02-09","0","NULL","NULL"
"SRV","3327","2007-08-27","2020-11-10","0","NULL","NULL"
"SSB","5756","1998-01-02","2020-11-13","26","2014-07-29","2020-10-29"
"SSBI","3611","2006-07-14","2020-11-13","39","2009-07-27","2019-01-29"
"SSC","2827","2007-05-23","2018-08-13","0","NULL","NULL"
"SSD","5753","1998-01-02","2020-11-10","46","2009-07-28","2020-10-26"
"SSFN","5145","1999-05-25","2019-11-04","38","2009-08-03","2018-11-08"
"SSI","4802","2001-08-30","2020-11-02","42","2009-05-21","2019-08-22"
"SSKN","3788","2005-10-28","2020-11-13","24","2014-03-17","2020-11-10"
"SSL","5753","1998-01-02","2020-11-10","0","NULL","NULL"
"SSLJ","374","2018-02-05","2019-07-31","0","NULL","NULL"
"SSNC","2677","2010-03-31","2020-11-13","43","2010-05-12","2020-10-28"
"SSNT","2183","2012-03-15","2020-11-13","18","2014-05-15","2018-11-13"
"SSP","5753","1998-01-02","2020-11-10","47","2009-05-04","2020-11-06"
"SSPK","279","2019-10-01","2020-11-05","0","NULL","NULL"
"SSPKU","247","2019-08-08","2020-11-05","0","NULL","NULL"
"SSPKW","203","2019-10-01","2020-11-05","0","NULL","NULL"
"SSRM","5756","1998-01-02","2020-11-13","27","2014-02-20","2020-11-12"
"SSSS","2399","2011-04-28","2020-11-05","3","2019-08-07","2020-08-05"
"SSTI","868","2017-06-07","2020-11-13","14","2017-08-08","2020-11-09"
"SSTK","2034","2012-10-11","2020-11-10","33","2012-11-15","2020-10-27"
"SSW","3666","2005-08-09","2020-04-17","44","2009-08-05","2020-02-19"
"SSWA","766","2017-10-24","2020-11-09","0","NULL","NULL"
"SSWN","1273","2014-04-08","2019-04-29","0","NULL","NULL"
"SSY","5749","1998-01-02","2020-11-04","39","2009-05-12","2018-11-14"
"SSYS","5756","1998-01-02","2020-11-13","46","2009-07-29","2020-11-12"
"ST","2688","2010-03-11","2020-11-10","43","2010-04-21","2020-10-27"
"STAA","5756","1998-01-02","2020-11-13","47","2009-05-05","2020-11-04"
"STAF","1952","2013-02-15","2020-11-13","21","2015-10-15","2020-11-10"
"STAG","2410","2011-04-15","2020-11-10","38","2011-08-15","2020-11-05"
"STAY","1761","2013-11-13","2020-11-10","28","2014-02-26","2020-11-09"
"STB","2762","2007-12-07","2020-07-10","0","NULL","NULL"
"STBA","5756","1998-01-02","2020-11-13","46","2009-07-20","2020-10-22"
"STBZ","2268","2009-12-23","2018-12-31","0","NULL","NULL"
"STC","5753","1998-01-02","2020-11-10","45","2009-07-30","2020-10-21"
"STCN","682","2018-02-26","2020-11-06","15","2014-03-03","2017-12-07"
"STDY","870","2015-03-20","2018-08-30","0","NULL","NULL"
"STE","5753","1998-01-02","2020-11-10","46","2009-05-07","2020-11-02"
"STEP","37","2020-09-16","2020-11-05","1","2020-11-10","2020-11-10"
"STFC","5756","1998-01-02","2020-11-13","46","2009-07-28","2020-11-05"
"STG","663","2018-03-23","2020-11-06","3","2019-03-22","2019-08-23"
